invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-54985100010,2023-01-16,4694,RINA MART LLC / DAVENPORT,3815 WEST KIMBERLY ROAD,DAVENPORT,52806,POINT(-90.63136 41.5617),,SCOTT,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.84,2.76,48,132.48,18.0,4.75
INV-59197400011,2023-06-08,5501,QUIK TRIP #530 / EUCLID,1424 E EUCLID AVE,DES MOINES,50313.0,POINT(-93.599223338 41.627777276),,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.84,2.76,48,132.48,18.0,4.75
INV-14436400006,2018-09-14,4068,SA PETRO MART,136  1ST ST,WEST DES MOINES,50265,POINT(-93.703344 41.570743),77,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-21463700009,2019-08-26,4068,SA PETRO MART,136  1ST ST,WEST DES MOINES,50265,POINT(-93.703344 41.570743),77,POLK,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-48298700001,2022-06-13,3920,SMOKIN' JOE'S #11 TOBACCO AND LIQUOR OUTLET,1606 CAMANCHE AVE,CLINTON,52732,POINT(-90.204131 41.828265),23,CLINTON,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-35043700001,2021-03-16,5226,KC BROTHERS,214 MYRTLE ST,DAVENPORT,52802.0,POINT(-90.589149 41.521586),82,SCOTT,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-52371200001,2022-10-24,4530,CASEY'S GENERAL STORE #2566 / ELY,1495 STATE ST,ELY,52227,POINT(-91.587155 41.872655),,LINN,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-14435700010,2018-09-14,4544,CASEY'S GENERAL STORE #1898 / OSCEOLA,114 N MAIN ST,OSCEOLA,50213,POINT(-93.765678 41.035778),20,CLARKE,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-34048600023,2021-02-04,4446,QUIK TRIP #513 / URBANDALE,4600 MERLE HAY RD,URBANDALE,50322.0,POINT(-93.697999 41.644296),77,POLK,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-29210300006,2020-08-04,5555,SUB EXPRESS & GAS,4307 W LOCUST ST,DAVENPORT,52804.0,POINT(-90.637353 41.538148),82,SCOTT,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-21271000033,2019-08-16,4997,DOWNTOWN PANTRY,"218, 6TH AVE #101",DES MOINES,50309,POINT(-93.62452 41.585651),77,POLK,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-16399500008,2018-12-18,5209,KWIK STOP #848 / DUBUQUE,3201 CENTRAL AVE,DUBUQUE,52001.0,POINT(-90.683052 42.527726),31,DUBUQUE,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-16325500014,2018-12-14,5186,CASEY'S GENERAL STORE #3452 / WEST U,"102, E  BRADFORD ST",WEST UNION,52175.0,POINT(-91.807488 42.96421),33,FAYETTE,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-29194300005,2020-08-03,5672,K & K FOOD AND GAS / DAVENPORT,2365 ROCKINGHAM RD,DAVENPORT,52802.0,POINT(-90.612456 41.514587),82,SCOTT,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-27815400002,2020-06-08,5100,SAM'S FOOD,648 N  MARQUETTE ST,DAVENPORT,52802.0,POINT(-90.590879 41.526469),82,SCOTT,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-13968100038,2018-08-21,3912,SMOKIN' JOE'S #14 TOBACCO AND LIQUOR OUTLET,225 EDGEWOOD RD,CEDAR RAPIDS,52405,,57,LINN,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-32437900049,2020-12-04,4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR OUTLET,480 7TH AVE,MARION,52302.0,POINT(-91.605094 42.033366),57,LINN,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-45811400031,2022-03-22,5790,CASEY'S GENERAL STORE #1166 / HULL,612 DIVISION ST,HULL,51239.0,POINT(-96.137604 43.18538),84,SIOUX,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-44631900005,2022-02-10,5921,CASEY'S GENERAL STORE #2099 / CLIVE,2250 WOODLANDS PKWY,CLIVE,50325.0,POINT(-93.800253 41.614507),77,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-13751400037,2018-08-09,5125,CASH SAVER  /  E EUCLID AVE,1320 E  EUCLID AVE,DES MOINES,50316,POINT(-93.602851 41.627778),77,POLK,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-42075800001,2021-11-17,2667,HY-VEE MAINSTREET / SIOUX CITY,2611 PIERCE ST,SIOUX CITY,51104.0,POINT(-96.405172 42.517657),97,WOODBURY,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-29730200017,2020-08-25,4560,CASEY'S GENERAL STORE #2914 / HARLAN,"1006, CHATBURN AVE",HARLAN,51537.0,POINT(-95.322969 41.645404),83,SHELBY,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-29545300008,2020-08-18,4630,EZ STOP / DAVENPORT,2923 BRADY ST,DAVENPORT,52803.0,POINT(-90.570603 41.549887),82,SCOTT,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-29616900048,2020-08-20,2627,HY-VEE WINE & SPIRITS #1 / MLK,3330 MARTIN LUTHER KING JR PKWY,DES MOINES,50310.0,POINT(-93.650788 41.625924),77,POLK,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-27805700027,2020-06-08,5606,SA TOBACCO LIQUOR MART,320 N 4TH ST,CLINTON,52732.0,POINT(-90.193275 41.848124),23,CLINTON,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-23411100009,2019-11-23,5204,QUIK STOP  /  BURLINGTON,1812 OSBORN ST,BURLINGTON,52601,POINT(-91.112658 40.826163),29,DES MOINES,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-18743500020,2019-04-13,5611,CASEY'S GENERAL STORE #2908 / ANAMOSA,1752 HWY 64 E,ANAMOSA,52205,POINT(-91.263728 42.102923),53,JONES,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-25085500004,2020-02-07,5631,MARION MARKET & CAFE',5005 10TH AVE,MARION,52302.0,POINT(-91.556346 42.035703),57,LINN,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-32367900036,2020-12-01,5995,SUPER STOP LIQUOR AND WINE / ALTOONA,2635 ADVENTURELAND DR,ALTOONA,50009.0,POINT(-93.494642 41.65854),77,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-21731900053,2019-09-05,2582,HY-VEE #2 FOOD STORE / MASON CITY,551 S ILLINOIS AVE,MASON CITY,50401,POINT(-93.17114 43.14623),17,CERRO GORDO,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-28047800021,2020-06-16,5351,DOWNTOWN LIQUOR,1203 5TH ST.,SIOUX CITY,51101.0,POINT(-96.394671 42.495324),97,WOODBURY,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-19176600007,2019-05-06,5420,CASEY'S GENERAL STORE # 2212/ CEDAR RAPIDS,130 41ST AVE. DR. SW,CEDAR RAPIDS,52404,POINT(-91.656312 41.937617),57,LINN,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-47865200004,2022-05-27,6201,NEIGHBORHOOD TOBACCO OUTLET / MARION,2500 7TH AVENUE,MARION,52302.0,POINT(-91.585363 42.033257),57,LINN,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-58139400019,2023-05-04,5859,LIQUOR TOBACCO & GROCERY - MASON CITY,18 NORTH MONROE AVENUE,MASON CITY,50401.0,POINT(-93.209221975 43.1523559820001),,CERRO GORDO,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.84,2.76,48,132.48,18.0,4.75
INV-26950500008,2020-05-01,5145,SOUTH SIDE FOOD MART,1101 ARMY POST RD,DES MOINES,50315.0,POINT(-93.628783 41.526511),77,POLK,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-26986200015,2020-05-04,4068,SA PETRO MART,136  1ST ST,WEST DES MOINES,50265.0,POINT(-93.703344 41.570743),77,POLK,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-27973700049,2020-06-15,5207,JIM'S FOODS  /  CEDAR RAPIDS,"812, SIXTH  ST SW",CEDAR RAPIDS,52404.0,POINT(-91.677073 41.968016),57,LINN,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-33275000032,2021-01-07,2627,HY-VEE WINE & SPIRITS #1 / MLK,3330 MARTIN LUTHER KING JR PKWY,DES MOINES,50310.0,POINT(-93.650788 41.625924),77,POLK,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-38941600011,2021-08-04,5264,CASEY'S GENERAL STORE # 2177/MITCHEL,"309, CENTER AVE",MITCHELLVILLE,50169.0,POINT(-93.358095 41.663434),77,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-28257700011,2020-06-24,5164,BUCKY'S EXPRESS #22 / COUNCIL BLUFFS,3434 NEBRASKA AVE,COUNCIL BLUFFS,51501.0,POINT(-95.900444 41.244643),78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-16844600015,2019-01-09,5496,DHAKALS LLC,3108 W CENTRAL PARK AVE,DAVENPORT,52804.0,POINT(-90.620282 41.545421),82,SCOTT,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-16858200002,2019-01-10,3456,QUICK SHOP / CLEAR LAKE,904 N 8TH ST,CLEAR LAKE,50428.0,POINT(-93.378772 43.142868),17,CERRO GORDO,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-45048700031,2022-02-24,6057,KUM & GO #0731 / DES MOINES,3104 UNIVERSITY AVE,DES MOINES,50311.0,POINT(-93.65986 41.600363),77,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-26291900010,2020-04-03,5081,CASEY'S GENERAL STORE #3035 / ATLANT,701 POPLAR ST,ATLANTIC,50022.0,POINT(-95.014425 41.403737),15,CASS,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-58374400007,2023-05-12,3678,"SMOKE SHOP, THE",1918 SE 14TH ST,DES MOINES,50320.0,POINT(-93.597361005 41.5708970050001),,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.84,2.76,48,132.48,18.0,4.75
INV-54233100048,2022-12-21,5003,FAMOUS LIQUORS,2604 W LOCUST ST,DAVENPORT,52804,POINT(-90.61555 41.53819),,SCOTT,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.84,2.76,48,129.6,18.0,4.75
INV-42394900027,2021-11-26,5915,THE HUT / COUNCIL BLUFFS,1925 W BROADWAY,COUNCIL BLUFFS,51501.0,POINT(-95.873073 41.261866),78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-26301400008,2020-04-03,4543,CASEY'S GENERAL STORE #2924 / MARION,1100 EAGLE VIEW DR,MARION,52302.0,POINT(-91.553462 42.037621),57,LINN,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-40206700012,2021-09-17,3728,BREWSKI'S BEVERAGE,726 CREEK TOP,COUNCIL BLUFFS,51503.0,POINT(-95.854809 41.262316),78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-30181000003,2020-09-11,4808,CB QUICK STOP / COUNCIL BLUFFS,"3500, AVE A",COUNCIL BLUFFS,51501.0,POINT(-95.902474 41.262812),78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-16639500022,2018-12-29,4608,CASEY'S GENERAL STORE #3050 / COUNCIL BLUFFS,"510, 23RD AVE",COUNCIL BLUFFS,51503.0,POINT(-95.85248 41.23931),78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-24084600011,2019-12-20,5682,AMBYSURE INC / CLINTON,1641 S BLUFF BLVD,CLINTON,52732.0,POINT(-90.225022 41.833351),23,CLINTON,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-28571000005,2020-07-08,5386,CASEY'S GENERAL STORE # 2494/ EAGLE GROVE,200 S COMMERCIAL AVE,EAGLE GROVE,50533.0,POINT(-93.904488 42.662672),99,WRIGHT,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-52856500036,2022-11-08,5504,NEIGHBORHOOD MART,2102 LAFAYETTE ST,WATERLOO,50703,POINT(-92.3139 42.48991),,BLACK HAWK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-52824100001,2022-11-07,3920,SMOKIN' JOE'S #11 TOBACCO AND LIQUOR OUTLET,1606 CAMANCHE AVE,CLINTON,52732,POINT(-90.20395 41.82836),,CLINTON,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-54526100019,2022-12-30,5583,CASEY'S GENERAL STORE #2498 / WAPELLO,710 HWY 61 N,WAPELLO,52653,POINT(-91.19585 41.18568),,LOUISA,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.84,2.76,48,129.6,18.0,4.75
INV-24501100068,2020-01-13,2527,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315.0,POINT(-93.602372 41.526289),77,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-15762500008,2018-11-16,4497,CASEY'S GENERAL STORE #20 / ALDEN,"1008, GRAND",ALDEN,50006.0,POINT(-93.380237 42.514223),42,HARDIN,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-40394800014,2021-09-24,4808,CB QUICK STOP / COUNCIL BLUFFS,"3500, AVE A",COUNCIL BLUFFS,51501.0,POINT(-95.90271 41.26282),78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-24989100003,2020-02-03,5766,CASEY'S GENERAL STORE #2944 / MUSCATINE,3010 UNIVERSITY DR,MUSCATINE,52761,POINT(-91.017088 41.458464),70,MUSCATINE,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-29865200006,2020-08-31,3805,WASHINGTON STREET MINI MART,1601 WASHINGTON ST,DAVENPORT,52804.0,POINT(-90.596253 41.535982),82,SCOTT,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-30128500005,2020-09-10,3456,QUICK SHOP / CLEAR LAKE,904 N 8TH ST,CLEARLAKE,50428.0,POINT(-93.378772 43.142868),17,CERRO GORDO,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-18630200018,2019-04-08,4644,KWIK SHOP #588 / DAVENPORT,"1136, E LOCUST ST",DAVENPORT,52803,POINT(-90.558658 41.538288),82,SCOTT,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-20748900036,2019-07-22,2561,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321.0,POINT(-93.644943 41.542748),77,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-52046700013,2022-10-12,5997,CASEY'S GENERAL STORE #1714 / FAIRFIELD,1901 W BURLINGTON AVE,FAIRFIELD,52556,POINT(-91.98755 41.00644),,JEFFERSON,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-20987900019,2019-08-01,5034,LIQUOR TOBACCO & GROCERIES,18 N MONROE AVE,MASON CITY,50401,POINT(-93.208614 43.152301),17,CERRO GORDO,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-24238800001,2019-12-30,4617,LICKETY LIQUOR,2501 HUBBELL AVE,DES MOINES,50317.0,POINT(-93.570489 41.607817),77,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-20581600044,2019-07-12,4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR OUTLET,480 7TH AVE,MARION,52302.0,POINT(-91.605094 42.033366),57,LINN,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-20330200027,2019-07-01,5061,CASEY'S GENERAL STORE #3382 / CEDAR,"560, 33RD AVE SW",CEDAR RAPIDS,52404.0,POINT(-91.675611 41.943129),57,LINN,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-42771000021,2021-12-10,5698,CASEY'S #3746 / GRIMES,1650 NE BEAVER BROOKE BLVD,GRIMES,50111.0,,77,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-51473700015,2022-09-22,4599,QUIK TRIP #500 / HUBBELL DM,3700 HUBBELL AVE,DES MOINES,50317,POINT(-93.544925 41.629041),,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-24687800013,2020-01-21,4638,GD XPRESS / DAVENPORT,4607 N PINE ST,DAVENPORT,52804.0,,82,SCOTT,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-22370300009,2019-10-07,4949,RIVER DRIVE SMOKE SHOP,"828, W RIVER DR",DAVENPORT,52802,POINT(-90.585656 41.520238),82,SCOTT,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-24657200006,2020-01-20,4068,SA PETRO MART,136  1ST ST,WEST DES MOINES,50265.0,POINT(-93.703344 41.570743),77,POLK,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-24495900007,2020-01-10,2641,HY-VEE DRUGSTORE / COUNCIL BLUFFS,757 W BROADWAY,COUNCIL BLUFFS,51501.0,POINT(-95.855054 41.261673),78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-20966100005,2019-07-31,5706,FORT MADISON LIQUOR & TOBACCO OUTLET PLUS,1735 AVE H,FORT MADISON,52627.0,POINT(-91.329797 40.63021),56,LEE,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-39673200011,2021-08-31,3882,KWIK SHOP #579 / DAVENPORT,2805 TELEGRAPH RD,DAVENPORT,52802.0,,82,SCOTT,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-47670800005,2022-05-23,5621,SUN MART,2920 W LOCUST ST,DAVENPORT,52804.0,POINT(-90.619947 41.538161),82,SCOTT,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-29858300012,2020-08-31,3890,SMOKIN' JOE'S #7 TOBACCO AND LIQUOR OUTLET,904  1ST AVE NW,CEDAR RAPIDS,52405.0,POINT(-91.683669 41.972773),57,LINN,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-54614900007,2023-01-04,5952,TOBACCO OUTLET PLUS #537 / IOWA CITY,923 S RIVERSIDE DR,IOWA CITY,52246,POINT(-91.54018 41.64901),,JOHNSON,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.84,2.76,48,132.48,18.0,4.75
INV-19912900005,2019-06-11,4652,BRADY MART FOOD & LIQUOR,"3107, BRADY ST",DAVENPORT,52803,POINT(-90.569719 41.55216),82,SCOTT,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,48,129.6,18.0,4.75
